Unnamed: 0,number,이름,이미지,종류,원재료,도수,용량,제품 소개,어울리는 음식,양조장명,페이지 링크,sweet,salty,bitter,sour,sparkle,sol,spicy
551,551,이화주,https://thesool.com/common/imageView.do?targetId=PR00000675&targetNm=PRODUCT,탁주,"쌀(국내산 경기미 100%), 누룩, 정제수",8.0,100ml,한 숟 떠서 오물오물 머금는 독특하고 이색적인 막걸리인 이화주. 쫀득쫀득한 요거트를 연상시키는 술로 떠먹거나 물에 타서 마시는 등 기호에 따라 먹는 재미가 있습니다. 배꽃이 필 무렵에 빚는 술이라는 이름이 붙여진 이 이화주는 고려시대부터 전해져 내려오는 전통주로 양반가에서 마시던 귀한 술입니다. 전통쌀 누룩을 사용하여 새콤달콤 유기산과 효모의 맛이 그대로 살아있는 그 특유의 맛이 참 좋은 전통주입니다.,"매우 달콤하고 쌀의 부드러운 곡물맛이 좋으며, 떠먹는 술이기에 탄산에 의한 청량미는 적지만 부드러운 크림을 먹는 듯합니다. 특별한 안주가 필요 없이 먹을 수 있지만 디저트 술로 매우 적당합니다.",술샘,http://www.sulseam.com,1.0,0.0,0.0,0.0,0.0,0.0,0.0
552,552,인사이더 블루베리,https://thesool.com/common/imageView.do?targetId=PR00000816&targetNm=PRODUCT,과실주,"사과, 정제수, 효모, 설탕, 블루베리, 구연산(산도조절제), 합성향료(블루베리향),베리류색소,이산화탄소",3.0,330ml,"블루베리가 들어간 애플사이더로, 은은한 블루베리와 사과향을 즐길 수 있다. 3%의 낮은 도수와 달콤한 맛으로 가볍게 마시기 좋다.",,가나다라브루어리,http://www.ganadara.co.kr/index.php,1.0,0.0,0.0,0.0,0.0,0.0,1.0
553,553,인생막걸리,https://thesool.com/common/imageView.do?targetId=PR00000104&targetNm=PRODUCT,탁주,"정제수,팽화미,팽화밀가루,말토올리고당,국,혼합제제효모,아스파탐,아세설팜칼륨",5.0,750ml,5번의 담금 과정과 저온 발효 공법을 통해 막걸리의 풍미를 살렸다. 쌀과 밀의 적절한 비율로 만들어져 밀 특유의 상큼한 첫맛과 쌀의 단맛이 느껴진다. 자연 탄산 덕분에 뒷맛이 깔끔하다.,"파전, 새우전",서울장수(주),https://seouljangsu.modoo.at/,1.0,0.0,0.0,0.0,1.0,0.0,0.0
554,554,인어교주해적술,https://thesool.com/common/imageView.do?targetId=PR00000783&targetNm=PRODUCT,리큐르/기타주류,"정제수, 증류원액(쌀, 국내산), 포도당, 포도과육(국내산), 효소처리스테비아, 포도향(합성향료), 구연산(산도조절제), 진주빛색소, 식용색소청색 제 1호(착색료), 이산화탄소",15.0,360ml,"신선한 포도의 새콤한 신맛과 달달함이 톡! 쏘는 탄산과 어우러져 바다의 청량함을 느낄 수 있는 리큐르주이다. 홈술이나 홈파티, 홈바로 가볍게 즐기기 좋으며, 소중한 기념일이나 특별한 날을 위한 이벤트주로도 아주 좋다.","가벼운 안주류(치즈,견과류, 샐러드 등), 기름진 음식(피자, 파스타, 스테이크 등)",영덕주조,https://smartstore.naver.com/yeongdeok,0.0,0.0,0.0,1.0,1.0,0.0,0.0
555,555,인천 생 소성주,https://thesool.com/common/imageView.do?targetId=PR00000674&targetNm=PRODUCT,탁주,"쌀, 팽화미, 정제수, 국, 효모, 아스파탐, 효소, 이소말토 올리고당",6.0,750ml,"1990년 업계 최초로 쌀 막걸리를 출시한 인천탁주. 90년대 초부터 수출을 시작하고 92년 우수 포장선정 국세청장의 표창까지 받은 유서 깊은 양조장으로, 인천지역 막걸리 시장의 큰손으로 자리매김하고 있습니다. 지난 1974년 인천지역의 11개 양조장의 합병으로 만들어져 72년간의 오랜 경험을 바탕으로 인천의 자부심을 가지고 막걸리를 빚고 있습니다. 생 소성주는 숙성시간과 담금 횟수를 늘려 부드럽고 톡 쏘는 탄산의 상쾌한 청량감이 느껴지며, 특유의 감칠맛이 매력적입니다.",원료인 팽화미에서 나오는 고소한 향이 올라오는 것이 특징입니다. 전체적으로 바디감과 목넘김이 청량하고 가벼우며 삼킨 후 남는 은은한 텁텁함이 좋습니다. 생선회와 잘 어울립니다.,인천탁주,http://sosungju.modoo.at/,0.0,0.0,1.0,0.0,1.0,0.0,1.0
556,556,일엽편주,https://thesool.com/common/imageView.do?targetId=PR00000752&targetNm=PRODUCT,증류주,"찹쌀, 멥쌀(국내산), 누룩, 정제수, 밀 함유",38.0,375ml,상압증류 후 무여과 병입하였으며 고소함과 감미가 풍부하며 부드러운 맛과 향이 난다. 시간이 지날수록 깊이와 기품있는 향이 더해지는 술이다.,,농암종택 전통주,http://www.ellyeoppyunjoo.com/,0.0,0.0,0.0,0.0,0.0,0.0,1.0
557,557,일엽편주,https://thesool.com/common/imageView.do?targetId=PR00000732&targetNm=PRODUCT,"약주, 청주","찹쌀, 멥쌀(국내산), 누룩, 정제수, 밀 함유",15.0,375ml,꽃술에 들어간 꽃은 시들거나 다치지 않게 하나 하나 손으로 수술을 정리해 세척한 뒤 빚은 술이다. 꽃술은 혀끝에서는 꿀 향이 코끝에서는 아카시아 향이 기분 좋게 퍼진다.,"목이 모르파세, 삼색전",농암종택 전통주,http://www.ellyeoppyunjoo.com/,0.0,0.0,0.0,0.0,0.0,0.0,1.0
558,558,일엽편주,https://thesool.com/common/imageView.do?targetId=PR00000721&targetNm=PRODUCT,탁주,"찹쌀, 멥쌀(국내산), 누룩, 정제수, 밀 함유",12.0,750ml,"일엽편주는 깨끗한 물, 깨끗한 공기, 깨끗한 쌀, 전통누룩 자체만으로 자연발효해 쌀 본연의 아름답고 깊은 향을 가진 살아있는 술이다. 온도와 습도 등 환경에 따라 어떤 날은 대범하게 열려있다가도 어떤 날에는 수줍게 닫혀있기도 한다. 정제나 여과 없이 시간을 두고 완성된 술이라는 점을 유념하여 그 다양한 맛과 향을 취흥으로 즐겨주시길 바란다. 일엽편주 탁주 꽃술은 아카시아꽃 향, 야생 꿀, 풋사과의 상큼함, 자몽의 쌉싸르함에 일엽편주 특유의 오묘한 향으로 마무리된다.","육전, 너비아니구이",농암종택 전통주,http://www.ellyeoppyunjoo.com/,0.0,0.0,1.0,1.0,0.0,0.0,1.0
559,559,일지춘,https://thesool.com/common/imageView.do?targetId=PR00000733&targetNm=PRODUCT,"약주, 청주","철원오대쌀(국내산), 찹쌀(국내산), 누룩(국내산 밀), 정제수",15.0,375ml / 500ml,약주의 달콤함과 풍미를 느낄 수 있는 감칠맛 일지춘과 상큼한 맛이 입안을 휘감아 신선함을 즐길 수 있는 상큼한 맛 일지춘 두가지가 있으나 지금은 상큼한맛 일지춘을 만날 수 있다. 인공 감미료나 화학제를 사용하지 않았으며 깊은 향기와 묵직한 풍미를 가진 술이다. 냉장보관하여 차게 마셔야 일지춘의 맛과 향을 제대로 즐길 수 있다.,"족발, 한치회, 도미찜",노금주가,https://smartstore.naver.com/woochang2016,1.0,0.0,0.0,1.0,0.0,0.0,1.0
560,560,입술,https://thesool.com/common/imageView.do?targetId=PR00000794&targetNm=PRODUCT,증류주,"쌀 효모, 젖산, 옥분, 억새어린순, 야관문, 정제수",40.0,250ml,"화학첨가제가 들어가지 않은 순수한 전통주로, 야관문이 들어간 증류주이다.",육류 및 생선회,술빚는전가네,https://smartstore.naver.com/sooldoga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,561,입장탁주,https://thesool.com/common/imageView.do?targetId=PR00000245&targetNm=PRODUCT,탁주,국내산 쌀,7.000000000000001,750ml,쌀을 익히지 않고 자연그대로 발효시키는 생쌀발효법으로 만들어진 생막걸리로 순수쌀 100%로 빚은 술이다. 9~10일간 저온발효하여 숙취와 트림이 나는 막걸리의 단점을 최소화시켰으며 불로 쪄서 만드는 과정에 파괴될 수 있는 영양소를 최소화시켜 영양분이 살아있다. 부드러운 목 넘김과 입안에 남는 잔향이 없어 깔끔한 맛을 느낄 수 있다.,"매운 갈비찜입안에서 불이 날 정도로 매운 갈비찜은 약간의 단맛과 신맛, 그리고 톡 쏘는 청량감이 있는 입장탁주에 잘 어울린다.",(농) 입장주조㈜,https://yeonmiju.modoo.at/,1.0,0.0,0.0,1.0,1.0,0.0,0.0
562,562,자두와인,https://thesool.com/common/imageView.do?targetId=PR00000463&targetNm=PRODUCT,과실주,국내산 자두,12.0,750ml,"전국 자두생산량1위의 김천에서 자두 중에서도 맛과 색이 뛰어난 우수한 품종의 자두를 선별하여 자체설비 및 기술력으로 신선한 과즙을 얻어내 만들어지며, 순수발효와인으로 알콜도수 12%의 기호성이 높은 와인이다. 6개월 이상의 저온숙성과정을 거쳐 새콤달콤하고 상쾌한 맛이 특징이며, 자두특유의 향과 색이 잘 살아있고 자두 속에 포함된 많은 기능성성분이 그대로 함유되어있는 건강주로도 효능이 높은 술이다. 피자두로 만든 레드와인과 후무사로 만든 화이트와인이 있다.","육류, 해산물요리 담백한 육류요리에 자두와인의 레드와인과 함께하면 새콤달콤한 맛이 육류의 느끼함을 잡아주며 신선한 해산물요리에 자두와인의 깔끔한 화이트와인을 곁들이면 해산물의 특유 비릿함을 잡아주고 자두와인의 상쾌한 맛을 돋구어준다.",자두사랑,https://jadusarang.modoo.at/,1.0,0.0,0.0,1.0,0.0,0.0,1.0
563,563,자연담은 복분자막걸리,https://thesool.com/common/imageView.do?targetId=PR00000223&targetNm=PRODUCT,탁주,"국내산 복분자(고창), 정제수",6.0,360ml,고창산 쌀과 고창산 1등급 복분자로 빚은 고급막걸리로 국순당의 특허기술인 생쌀발효법으로 빚어 필수아미노산이 풍부하다. 고창산 1등급 복분자 생과 20%이상과 해풍을 맞고 자란 쌀에 국순당의 생쌀발효기술(무증자증법)로 빚어 기존전통막걸리의 이미지를 탈피하여 와인처럼 부드러운 맛으로 고급화하였다.,고창산 쌀과 고창산 1등급 복분자로 빚은 고급막걸리로 국순당의 특허기술인 생쌀발효법으로 빚어 필수아미노산이 풍부하다. 고창산 1등급 복분자 생과 20%이상과 해풍을 맞고 자란 쌀에 국순당의 생쌀발효기술(무증자증법)로 빚어 기존전통막걸리의 이미지를 탈피하여 와인처럼 부드러운 맛으로 고급화하였다.,(농)국순당고창명주㈜,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,564,자연송이주,https://thesool.com/common/imageView.do?targetId=PR00000689&targetNm=PRODUCT,리큐르/기타주류,자연송이버섯,18.0,720ml,제조사 솔래원의 `자연송이주`는 청정지역 강원도에서 채취한 자연산 송이버섯으로 제조하고 5년 동안 숙성시켜 송이버섯 고유의 깊은 맛과 영양성분을 그대로 담아 빚은 고급 송이주입니다.,밝은 미색을 가지고 있으며 은은하게 단맛과 섞인 버섯향이 올라옵니다. 알코올도수가 낮아 입 안에 편안하게 들어오고 아주 엷은 버섯의 맛과 향이 혀를 적십니다. 전체적으로 가볍고 편하게 마실 수 있는 술입니다. 동해바다에서 나오는 신선한 활어회와 잘 어울립니다.,솔래원,https://solraewon.modoo.at/,1.0,0.0,0.0,0.0,0.0,0.0,1.0
565,565,자희향,https://thesool.com/common/imageView.do?targetId=PR00000672&targetNm=PRODUCT,탁주,"찹쌀(국내산), 멥쌀(국내산), 누룩(국내산), 정제수",12.0,500ml,자희향은 100% 함평산의 친환경 찹쌀과 은은한 황국화 향의 자연스러운 단 맛이 잘 어우러진 전통 방식으로 모든 작업이 수작업으로 빚어지고 있습니다. 인공 감미료를 넣지 않은 순수 전통방식의 약주로 목 넘김이 부드러워 사케나 디저트 와인 대용으로 손색이 없는 전통주. 깨끗이 세척해 12시간 불린 쌀로 밑술과 덧술을 만들어 약 3개월 간의 길고 긴 숙성과정을 거쳐야 비로소 자희향을 만날 수 있습니다.,단맛과 신맛 등 오미의 균형이 잘 갖춰져 있으며 술 속 미세한 입자들이 입 안 전체를 부드럽게 만듭니다. 연한 쓴맛과 텁텁함이 술에 힘을 실어줍니다. 해물찜과 잘 어울립니다.,자희자양,http://jaheejayang.modoo.at/,1.0,1.0,1.0,1.0,0.0,0.0,1.0
566,566,자희향 국화주,https://thesool.com/common/imageView.do?targetId=PR00000341&targetNm=PRODUCT,"약주, 청주",국내산 쌀,15.0,375ml,술의 향이 좋아 삼키기 아쉬웠다는 ‘석탄향’을 재현한 술로 ‘저절로 향기가 난다’는 뜻의 자희향국화주는 찹쌀을 주원료로 하여 100일간 옹기에 자연 발효시킨 약주이다. 전통누룩을 사용하여 이양주로 빚어낸 자희향은 단맛을 첨가하지 않고도 발효과정에서 생성되는 자연스러운 단맛과 향기를 자랑한다. 사케나 디저트와인을 대체할 수 있는 우리 술로서 각종행사에서 건배주로 사용되고 있다.,"해산물요리, 과일샐러드 신선한 각종 해산물요리는 자희향국화주의 향과 아주 잘 어울려져 해산물만의 쫄깃하고 깔끔한 맛을 더욱 돋구어주며 상큼한 과일샐러드와 디저트로 곁들여도 좋다.",자희자양,http://jaheejayang.modoo.at/,1.0,0.0,0.0,0.0,0.0,0.0,1.0
567,567,자희향 나비,https://thesool.com/common/imageView.do?targetId=PR00000671&targetNm=PRODUCT,탁주,"찹쌀(국내산), 멥쌀(국내산), 누룩(국내산), 정제수",8.0,500ml,자희향 나비 탁주는 남도의 전통 술로 함평산의 친환경 찹쌀과 전통 누룩만을 사용해 밑술과 덧술을 만들어 100일간 저온에서 전통옹기에 담아 숙성시키는 자연스러운 단 맛이 감도는 전통 수제 막걸리입니다. `자희향` 탁주는 주류 관련 고문헌인 ‘주찬(酒饌 1800년대 초)’이라는 책에 수록된 석탄향(惜呑香향이 좋아 차마 삼키기 아쉽다는 뜻의 술 이름)을 근거로 조선의 명주 석탄향주를 복원한 순곡(100% 곡물) 막걸리로 인공 감미료를 넣지 않고 순수 전통방식으로 빚습니다. 자희향 나비는 8%의 부담 없는 도수로 술을 못하는 사람도 부담 없이 마실 수 있도록 했습니다.,은은한 수박향이 올라오고 첫 맛과 목넘김 후 뒷맛이 가볍습니다. 입 안에서 부드러운 아이스크림이 녹듯 사라집니다. 혀에 남는 미세한 텁텁함이 좋습니다. 피자랑 잘 어울립니다.,자희자양,http://jaheejayang.modoo.at/,1.0,0.0,1.0,0.0,0.0,0.0,1.0
568,568,장수 생막걸리,https://thesool.com/common/imageView.do?targetId=PR00000141&targetNm=PRODUCT,탁주,"백미(국내산), 말토올리고당, 홍삼분말",6.0,750ml,"국내산 백미를 사용해 장기저온숙성 방식으로 만들어져 영양이 풍부하고 자연발효에 의한 탄산과 어울려 감칠맛과 청량감이 일품입니다. 또한, 트림과 숙취도 거의 없어 오랜 시간 동안 사랑을 받고 있습니다.",일반적인 서울장수막걸리에서 느껴지는 익숙한 단맛과 과일향과 함께 상쾌한 탄산기운을 느낄 수 있다. 전체적으로 순하고 부드러운 맛이다. 목으로 넘길 때 탄산의 느낌이 강하여 시원하고 긴 여운이 남는다. 막걸리 안주로 생각할 수 있는 음식에는 어느 것이나 궁합이 맞다.,서울장수주식회사,https://seouljangsu.modoo.at/,1.0,0.0,0.0,0.0,1.0,0.0,0.0
569,569,장수 오미자주,https://thesool.com/common/imageView.do?targetId=PR00000683&targetNm=PRODUCT,과실주,"오미자(국내산), 정제수, 주정, 설탕, 효모",16.5,360ml,"전라북도 장수군은 전국 오미자 생산 면적의 22%를 차지할 정도로 주산지입니다. 장수군에서 재배한 오미자를 원료로 알에프 와이너리에서 선보이는 다섯 가지 오미자 맛의 술입니다. 오미자를 착즙, 발효, 숙성한 오미자 과즙과 정밀하게 여과하여 깨끗하게 정제된 주정을 브랜딩하여 특유의 오미자 향이 풍부합니다. 재래 방식의 담금주와는 차원이 다른 술로 전문가의 브랜딩 노하우가 더해져 현대적인 감각의 술로 탄생하였습니다.","맑은 오미자 차와 같은 아름다운 색을 가지고 있습니다. 향에서는 오미자 특유의 새콤함과 매콤함이 그대로 느껴지며, 맛에서는 오미자 특유의 단맛, 짠맛, 신맛, 쓴맛, 매운맛이 느껴집니다. 각각 톡톡 튀는 맛을 자랑하는 듯 하지만, 각자의 맛이 조합이 잘 된 밸런스를 자랑하며, 덕분에 부드러운 후미를 가지고 있습니다. 산악지대에서 자라는 오미자인 만큼 산나물, 들기름으로 볶아 낸 버섯요리 등과 잘 어울릴 듯합니다. 기회가 된다면 송이버섯 전골과 함께 즐긴다면 더할 나위 없이 매력적일 듯합니다.",알에프,https://www.xn--352bl9k1ze.com/mshop/?mshop=rfwinery,1.0,1.0,1.0,1.0,0.0,0.0,0.0
570,570,장수홍삼주,https://thesool.com/common/imageView.do?targetId=PR00000657&targetNm=PRODUCT,리큐르/기타주류,국내산 인삼,25.0,750ml,"홍국으로 제조된 원나라의 홍주가 우리나라에 전해진 이후 고려시대 말부터 국내에서 제조되어 홍노라고 했으며, 홍국대 신지초를 사용하여 홍색가향약용주인 지초주(芝草酒)에서 유래하였다. 직접인삼을 재배하여 홍삼을 만들고 그 홍삼만으로 홍삼주를 제조하는 방법으로 홍삼이 잘 우러나지 않는 단점 등을 개선하여 다량(48.4mg/100ml)의 사포닌 성분이 함유되었다. 집에서 담근 인삼주와는 다르게 풍부한 홍삼의 맛과 향을 느낄 수 있으며 인삼주에서 느껴지는 흙냄새 등의 잡내가 없고 숙취가 없다.","갈비찜, 양곱창전골 갈비찜은 장수홍삼주의 알싸한 맛과 향에 잘 어울린다. 진한홍삼의 맛은 육류를 이용한 우리나라 전통음식과 잘 어울리는데 양곱창전골도 좋은 안주가 된다. 양곱창은 땀을 흘리거나 허약한 사람들의 보양식으로 많이 이용되어 왔으며 무기질과 단백질이 풍부하다.",경원리큐르,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
571,571,장홍삼 장수 막걸리,https://thesool.com/common/imageView.do?targetId=PR00000108&targetNm=PRODUCT,탁주,"백미,말토올리고당,홍삼분말",6.0,750ml,"국내산 원재료만을 사용하여 홍삼 분말이 들어갔다. 인삼향과 막걸리 본연의 곡물향이 잘 어우러지며, 적당한 산미와 단맛, 청량감이 목넘김을 깔끔하게 해준다.","한식, 전, 삼겹살",서울장수(주),https://seouljangsu.modoo.at/,1.0,0.0,0.0,1.0,1.0,0.0,1.0
572,572,정감생막걸리,https://thesool.com/common/imageView.do?targetId=PR00000799&targetNm=PRODUCT,탁주,"정제수, 백미(국내산), 찹쌀(국내산), 입국(국내산), 누룩(국내산), 조효소제(밀), 미강(쌀겨), 젖산(산도조절제), 혼합제제(효모, 덱스트린, 유당), 혼합제제(스테비올 배당체, 덱스트린), 혼합제제(효소:아밀라아제, 효소:글루코아밀라아제, 탄산칼슘, 황산칼슘)",6.0,750ml,깊은 산골 청정수와 신토불이 하동산 쌀과 찹쌀 그리고 우리밀 누룩으로 장기 저온에서 발효숙성하여 장인의 정성이 빚어낸 한 잔에 오미를 담아 달빛같은 감성이 살아 숨쉬는 전통 곡주이다.,,악양주조,https://smartstore.naver.com/akyangjujo,1.0,1.0,1.0,1.0,0.0,0.0,0.0
573,573,정고집 나주배 약주 15%,https://thesool.com/common/imageView.do?targetId=PR00000678&targetNm=PRODUCT,"약주, 청주","쌀, 쌀가루(국내산), 배착즙액(나주산), 정제효소제, 종국, 젖산, 효모",15.0,500ml,"`정고집 나주배 약주`는 60여년이 넘는 세월 남도를 대표하는 막걸리를 빚어온 제조사 남도탁주에서 출시한 약주 주종입니다. 나주를 대표하는 배를 원료로 22,000시간의 저온 숙성과정을 거쳐 나온 제품으로 배의 시원한 맛과 은은한 향을 담고 있는 술입니다. 나주배를 가공하여 부가가치 높은 술로 빚어 지역경제 활성화에도 기여하고 모든 국민이 즐기는 나주배를 술로 빚어 색다른 배의 맛을 선사하고 있습니다. 젊은 소비자에게 선택 받을 수 있도록 패키지와 라벨도 현대적이고 세련된 디자인하였습니다.","당도 높은 배 맛이 그대로 생각나는 맛. 과육 없는 배과즙을 먹는 듯 한 느낌도 있지만, 끝에서 느껴지는 약주 특유의 쌀 향도 느껴집니다. 담백한 맛의 한우 수육과 즐긴다면, 소고기와 배과즙라는 멋진 궁합을 느낄 수 있습니다.",남도탁주,https://namdotakju.modoo.at/,1.0,0.0,0.0,0.0,0.0,0.0,1.0
574,574,정고집 나주배 약주 9%,https://thesool.com/common/imageView.do?targetId=PR00000677&targetNm=PRODUCT,"약주, 청주","쌀, 쌀가루(국내산), 배착즙액(나주산), 정제효소제, 종국, 젖산, 효모",9.0,500ml,"`정고집 나주배 약주`는 60여년이 넘는 세월 남도를 대표하는 막걸리를 빚어온 제조사 남도탁주에서 출시한 약주 주종입니다. 나주를 대표하는 배를 원료로 22,000시간의 저온 숙성과정을 거쳐 나온 제품으로 배의 시원한 맛과 은은한 향을 담고 있는 술입니다. 나주배를 가공하여 부가가치 높은 술로 빚어 지역경제 활성화에도 기여하고 모든 국민이 즐기는 나주배를 술로 빚어 색다른 배의 맛을 선사하고 있습니다. 젊은 소비자에게 선택 받을 수 있도록 패키지와 라벨도 현대적이고 세련된 디자인하였습니다.","당도 높은 배 맛이 그대로 생각나는 맛. 과육없는 배과즙을 먹는 듯 한 느낌도 있지만, 끝에서 느껴지는 약주 특유의 쌀 향도 느껴집니다. 담백한 맛의 한우 수육과 즐긴다면, 소고기와 배과즙라는 멋진 궁합을 느낄 수 있습니다.",남도탁주,https://namdotakju.modoo.at/,1.0,0.0,0.0,0.0,0.0,0.0,1.0
575,575,제주감귤주 귤로만,https://thesool.com/common/imageView.do?targetId=PR00000637&targetNm=PRODUCT,리큐르/기타주류,감귤원액(제주),7.000000000000001,750ml,"감귤로 착색, 착향시켜 만든 과실주가 아닌 오로지 감귤만을 이용하여 술을 빚은 과실주로 ‘귤로만’이란 이름을 붙였다. 자연이 준 제주의 맑은 공기와 기름진 토양에서 자란 제주산 감귤만을 100% 사용하여 청정 제주의 물로 발효시킨 탁주이다. 순수100% 제주도산 감귤과즙으로만 발효하여 감귤의 비타민A, 비타민C, 구연산, 칼슘, 칼륨 등이 풍부하며 껍질까지 통째로 갈아 탁주효모로 발효시켜 새콤달콤하면서 쌉싸름한 맛을 낸다.","제주 감귤주를 마실 때 삼겹살을 노릇노릇 구워 같이 먹으면, 감귤의 진한향이 고기의 냄새를 없애주고, 상큼한 맛이 삼겹살의 느끼함도 사라지게 해주어서 좋다.",제주와이너리,smartstore.naver.com/jejuwinery,1.0,0.0,1.0,1.0,0.0,0.0,1.0
576,576,제주낭만,https://thesool.com/common/imageView.do?targetId=PR00000519&targetNm=PRODUCT,증류주,"쌀, 백도라지",40.0,500ml,쌀 100%를 사용하여 감압증류한 증류식 소주에 백도라지를 넣어 만든 술이다. 백도라지 향이 은은하게 퍼져 목넘김이 부드럽고 감칠맛을 느낄 수 있다. 40도의 고도수 술이여서 얼음을 넣고 온더락 스타일로 마실 수 있다.,"삼계탕, 오리주물럭 등 고기 안주",술도가제주바당,https://jejudoga.modoo.at/,0.0,0.0,0.0,0.0,0.0,0.0,1.0
577,577,제주몬순커피주,https://thesool.com/common/imageView.do?targetId=PR00000616&targetNm=PRODUCT,리큐르/기타주류,"정제수, 설탕, 커피생두, 효모",11.0,200ml,제주 화산토에서 직접기른 그린빈과 제주 화산수로 담궜다. 한달 발효 후 화산송이와 함께 한달 간의 숙성과정을 거친다. 볶지 않은 생두 그대로를 사용하여 날카로운 산미강하게 느껴지며 은은한 커피향이 난다. 더치 커피원액과 얼음을 섞어 칵테일로 즐기기 좋다.,"흰살 생선, 초밥",제주커피수목원,http://www.coffeewine.kr,0.0,0.0,0.0,1.0,0.0,0.0,1.0
578,578,제주술익는집 고소리술,https://thesool.com/common/imageView.do?targetId=PR00000560&targetNm=PRODUCT,증류주,"잡곡, 누룩, 정제수",40.0,400ml,"제주를 대표하는 &amp;quot;고소리술&amp;quot;은 &amp;quot;오메기술&amp;quot;이 등장하고 나서 수백 년의 세월이 지난 다음 고려시대 몽골인이 제주에 정착하면서 전래된 술입니다. 제주도와 마찬가지로 지금도 개성과 안동에 소주가 유명한 것은 고려시대 몽고군이 그 지역에 주둔했던 결과입니다. 몽고군은 일본 정벌을 위해 병참기지로 제주도에 주둔하며 증류주 제조기법을 전하게 되고 이후 조선시대에 널리 보급되어 저장용 술로 자리잡아 제주도를 대표하는 술이 되었습니다. &amp;quot;제주 고소리술&amp;quot;은 인공적인 첨가물 없이 옛 전통방식 그대로 제조하여 그 전통을 잇고 있습니다. &amp;quot;제주 고소리술&amp;quot;은 한 때, 개성소주, 안동소주와 더불어 우리나라 3대 소주로 손꼽을 정도로 그 명성을 떨쳤습니다. 향기롭고 진한 맛과 순한 듯 하면서도 은근하게 올라오는 취기로 술을 마시는 흥취가 있고 숙취가 없습니다. &amp;quot;제주 고소리술&amp;quot;은 시간이 빚은 술이라고도 한다. 모든 과정이 손맛으로 빚어지고 오랜 기간 저온 항아리 숙성으로 부드럽고 목 넘김이 좋습니다. &amp;quot;제주 고소리술&amp;quot;은 고소리술 무형문화재 기능보유자인 김을정 할머니와 전수자에 의해 빚어지고 있다. 술이 대량생산으로 규격화 되고 있는 현재, 오래전 한국의 소중한 술 문화인 가양주 문화가 사라지는 것을 보며 &amp;quot;제주술익는집&amp;quot;은 양조 시설의 현대화를 과감히 포기하고 전통방식으로 술을 빚고 있다. 술을 빚는 것은 공장이 아닌 자연이며, 기계가 아닌 사람의 손이라는 것을 모토로 오늘도 자연과 함께 느림의 미학으로 술을 빚고 있다.",기름기 많은 고등어 회,제주고소리술익는집,http://jejugosorisul.com/,0.0,0.0,0.0,0.0,0.0,0.0,1.0
579,579,젤코바 스페셜와인,https://thesool.com/common/imageView.do?targetId=PR00000682&targetNm=PRODUCT,과실주,"국내산 산머루, MBA포도",11.5,"375ml, 500ml, 750ml",젤코바 스페셜와인은 10년 동안 농약과 제초제를 사용하지 않는 땅에서 재배한 산머루로 만든 와인입니다. 38년을 주류기술자(1급 주조사)로 일해온 강창석 와인메인커는 엄선한 산머루와 MBA포도를 효모를 사용하여 알코올 발효과 유산균으로 발효하여 오크통에서 숙성한 머루와인과 브랜딩하여 건강한 자연주의 와인을 생산하고 있습니다. 타닌감과 바디감이 비교적 가벼운 라이트한 레드와인입니다.,"산머루 특유의 진한 자줏빛의 색을 가진 와인입니다. 향에서는 숙성을 통해 만들어진 산미가 지긋이 올라오며, 마무리는 상큼한 단향이 올라옵니다. 입안에 머금어도 산미부터 올라오며 이내 단맛이 입안을 메워줍니다. 머루 특유의 드라이함이 남아있으며, 덕분에 유럽 와인에서 보는 타닌감도 살아있습니다. 식중주로 충분히 즐길 수 있으며, 진한 맛이 좋은 만큼 다소 양념이 된 고기류와도 좋습니다. 불고기, 양념갈비 등을 추천합니다.",젤코바와이너리,https://meoruwinezelkova.modoo.at/?NaPm=ct%3Dkjs8t0ku%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3D%7Chk%3D81123f9674f14d119bb0c9680517904c7e29ee27,1.0,0.0,1.0,1.0,0.0,0.0,0.0
