Unnamed: 0,index,이름,이미지 링크,data,종류,도수,용량,taste,food,info,bitter,sweet,sour,sol,spicy,salty,sparkle
211,211,낙안읍성 막걸리,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/O81L-1651807633582-1.jpg,"[낙안읍성 막걸리], 어떤 맛을 갖고 있나요?술을 따르자마자 새콤한 향이 코를 자극합니다.이어서 맛에서도 과육이 단단한 자두에서 느낄 수 있는 짜릿한 새콤함을 경험할 수 있어요.술의 산미는 목을 콕콕 자극하지만 묽은 질감을 가지고 있어 잔여물 없이 깔끔하게 넘어갑니다.새콤함이 지나간 뒤 입 안에 남은 쌀의 구수함은 술맛을 더욱 풍부하게 즐길 수 있도록 이끌어 줄 거예요. [낙안읍성 막걸리], 어떤 음식과 잘 어울리나요?간장으로 양념한 음식과 함께 즐겨보세요!낙안읍성 막걸리는 산미가 도드라지는 술인만큼 간장의 짭조름한 맛을 잡아주는 역할을 하거든요.게다가 과일에서 느낄 수 있는 산뜻함을 가지고 있으므로 입안을 개운하게 마무리해줄 거예요. [낙안읍성 막걸리], 알고 마시면 더 맛있어요!이순신 장군이 명량대첩을 앞두고 낙안읍성에 도착했을 때, 백성들은 장군을 환영하며 술독을 올렸다고 해요.이 스토리를 기반으로 양조장이 위치한 낙안면을 배경으로 만든 술이랍니다.낙안읍성 막걸리는 죽으로 밑술을 한 뒤 고두밥으로 덧술을 한 이양주 방식으로 만들어요.술맛에 중요한 역할을 하는 물은 해발 450미터에서 천연암반수를 직접 끌어와서 사용합니다.발효 과정을 거친 술은 온도 변화가 적은 저온의 토굴 환경에서 100일 동안 숙성 기간을 거친 뒤 완성돼요.",탁주,12.0,750ml,술을 따르자마자 새콤한 향이 코를 자극합니다.이어서 맛에서도 과육이 단단한 자두에서 느낄 수 있는 짜릿한 새콤함을 경험할 수 있어요.술의 산미는 목을 콕콕 자극하지만 묽은 질감을 가지고 있어 잔여물 없이 깔끔하게 넘어갑니다.새콤함이 지나간 뒤 입 안에 남은 쌀의 구수함은 술맛을 더욱 풍부하게 즐길 수 있도록 이끌어 줄 거예요. ,간장으로 양념한 음식과 함께 즐겨보세요!낙안읍성 막걸리는 산미가 도드라지는 술인만큼 간장의 짭조름한 맛을 잡아주는 역할을 하거든요.게다가 과일에서 느낄 수 있는 산뜻함을 가지고 있으므로 입안을 개운하게 마무리해줄 거예요. ,"이순신 장군이 명량대첩을 앞두고 낙안읍성에 도착했을 때, 백성들은 장군을 환영하며 술독을 올렸다고 해요.이 스토리를 기반으로 양조장이 위치한 낙안면을 배경으로 만든 술이랍니다.낙안읍성 막걸리는 죽으로 밑술을 한 뒤 고두밥으로 덧술을 한 이양주 방식으로 만들어요.술맛에 중요한 역할을 하는 물은 해발 450미터에서 천연암반수를 직접 끌어와서 사용합니다.발효 과정을 거친 술은 온도 변화가 적은 저온의 토굴 환경에서 100일 동안 숙성 기간을 거친 뒤 완성돼요.",0,1,0,0,1,0,0
212,212,벗이랑 홍국,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/jJNE-1629958633658-%E1%84%87%E1%85%A5%E1%86%BA%E1%84%8B%E1%85%B5%E1%84%85%E1%85%A1%E1%86%BC%20%E1%84%87%E1%85%A5%E1%84%8D%E1%85%B5-1.jpg,"[벗이랑 홍국], 어떤 맛을 갖고 있나요?참외나 멜론이 떠오르는 달콤한 박과류의 향이 코에 먼저 와 닿는 술이에요.높은 도수인 만큼 알코올의 쌉싸름함이 술의 단맛을 바로 끊어주기도 하는데요.마신 후엔 바나나를 먹고 난 것처럼 끈적한 단맛과 텁텁함이 입에 살짝 남아서탁주의 진한 맛을 느끼실 수 있어요![벗이랑 홍국], 어떤 음식과 잘 어울리나요?달콤하지만 묵직한 바디감과 텁텁한 맛을 가지고 있기 때문에양념이 강하거나 풍미가 짙은 음식과 잘 어울리는데요.특히, 지방이 많은 음식의 느끼함을 잘 잡아줘요.아! 마실 땐, 술의 도수가 높은 편이니 작은 잔에 따라 조금씩 마시는 걸 추천해 드립니다 :)[벗이랑 홍국], 알고 마시면 더 맛있어요!‘벗이랑 홍국’는 전통 방식 중 하나인 ‘장독대’를 사용하며쌀을 총 3번 더하는 삼양주 방식으로 만들어지는 술인데요.술이 붉은색을 띠는 이유는 버찌와 홍국쌀을 사용했기 때문입니다 :) ",탁주,15.0,500ml,참외나 멜론이 떠오르는 달콤한 박과류의 향이 코에 먼저 와 닿는 술이에요.높은 도수인 만큼 알코올의 쌉싸름함이 술의 단맛을 바로 끊어주기도 하는데요.마신 후엔 바나나를 먹고 난 것처럼 끈적한 단맛과 텁텁함이 입에 살짝 남아서탁주의 진한 맛을 느끼실 수 있어요!,"달콤하지만 묵직한 바디감과 텁텁한 맛을 가지고 있기 때문에양념이 강하거나 풍미가 짙은 음식과 잘 어울리는데요.특히, 지방이 많은 음식의 느끼함을 잘 잡아줘요.아! 마실 땐, 술의 도수가 높은 편이니 작은 잔에 따라 조금씩 마시는 걸 추천해 드립니다 :)",‘벗이랑 홍국’는 전통 방식 중 하나인 ‘장독대’를 사용하며쌀을 총 3번 더하는 삼양주 방식으로 만들어지는 술인데요.술이 붉은색을 띠는 이유는 버찌와 홍국쌀을 사용했기 때문입니다 :) ,0,1,1,0,1,1,0
213,213,샤토미소 퀸 아이스와인,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/hbeQ-1638867956762-%EC%83%A4%ED%86%A0%EB%AF%B8%EC%86%8C%20%ED%80%B8%20%EC%95%84%EC%9D%B4%EC%8A%A4%20%EC%99%80%EC%9D%B8.jpg,"[샤토미소 퀸 아이스와인], 어떤 맛을 갖고 있나요?다른 와인들 보다 꽃, 복숭아 같은 향이 무척 강하게 나는데요.아이스 와인인 만큼 청포도의 농밀한 단맛이마치 꿀을 먹는 듯이 끈적하게 느껴져요.삼키고 나서 미약하게 느껴지는 산미는 달콤함에 가려져서 거슬리지 않게 넘어간답니다. [샤토미소 퀸 아이스와인], 어떤 음식과 잘 어울리나요?진한 단맛의 술은 일반 음식과 페어링하기 어려워서,식사 마지막에 즐기는 디져트류와 조금씩 마시는걸 추천해 드리는데요.술처럼 농밀한 텍스처를 가진 치즈케이크나 달콤한 소스를 찍어 먹는 안주와 마시기 좋답니다.단맛이 너무 강하게 느껴진다면 얼음을 타서 안주 없이 온더락으로 즐겨보세요. [샤토미소 퀸 아이스와인], 알고 마시면 더 맛있어요!아이스와인은 겨울에 꽁꽁 언 포도를 수확해 만드는 디저트 와인인데요.단순히 얼은 상태가 아니고, 얼었다 녹았다 하는 동안과실 안에 있는 산도와 당분이 점점 농축되어가는 과정을 거친 포도랍니다.그냥 먹어도 달콤한 샤인머스캣과 청수 포도를 블렌딩 해서 더욱 달콤한 맛을 가진 술이에요.",과실주,12.0,375ml,"다른 와인들 보다 꽃, 복숭아 같은 향이 무척 강하게 나는데요.아이스 와인인 만큼 청포도의 농밀한 단맛이마치 꿀을 먹는 듯이 끈적하게 느껴져요.삼키고 나서 미약하게 느껴지는 산미는 달콤함에 가려져서 거슬리지 않게 넘어간답니다. ","진한 단맛의 술은 일반 음식과 페어링하기 어려워서,식사 마지막에 즐기는 디져트류와 조금씩 마시는걸 추천해 드리는데요.술처럼 농밀한 텍스처를 가진 치즈케이크나 달콤한 소스를 찍어 먹는 안주와 마시기 좋답니다.단맛이 너무 강하게 느껴진다면 얼음을 타서 안주 없이 온더락으로 즐겨보세요. ","아이스와인은 겨울에 꽁꽁 언 포도를 수확해 만드는 디저트 와인인데요.단순히 얼은 상태가 아니고, 얼었다 녹았다 하는 동안과실 안에 있는 산도와 당분이 점점 농축되어가는 과정을 거친 포도랍니다.그냥 먹어도 달콤한 샤인머스캣과 청수 포도를 블렌딩 해서 더욱 달콤한 맛을 가진 술이에요.",0,0,1,0,1,0,0
214,214,세인트하우스 오미자 와인,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/8CDd-1620960024830-%EC%98%A4%EB%AF%B8%EC%9E%90.jpg,"[세인트하우스 오미자 와인], 어떤 맛을 갖고 있나요?오미자의 다섯 가지 맛 중에서도 상큼한 신맛을 느낄 수 있는 향을 풍기는 술이에요.전체적으로 가벼운 느낌의 달지 않은 와인이며 마지막엔 신맛까지 느낄 수 있을 텐데요.마신 후엔 목으로는 매콤하고 코로는 오미자의 복합적인 향의 여운까지 느낄 수 있을 거예요.[세인트하우스 오미자 와인], 어떤 음식과 잘 어울리나요?오미자로 만든 와인은 일반적인 레드 와인보다 더 풍부하고 강한 맛과 향을 가지고 있습니다.따라서 소고기의 풍미가 잘 드러나는 부위인 ‘안심’,새콤달콤한 물회, 담백한 음식인 수제비 또는 칼국수와 잘 어울립니다.이 외에도 양념이 강한 요리와도 마시기 좋습니다 :)[세인트하우스 오미자 와인], 알고 마시면 더 맛있어요!딸기, 사과, 무화과, 오미자 등의 과실을 사용해 만든 와인을 생각할 때는 대다수가 달달한 스위트 와인을 떠올립니다.하지만 막상 구매해서 마셔보면 몇몇 와인은 전혀 달지 않고 생각한 맛이랑 달라서 놀라신 적이 있으실 거예요.그 이유는 효모가 과실의 자연적인 당분을 먹이 삼아 알코올을 만들기 때문인데요.그로 인해 대체로 달지 않고 드라이한 와인이 된답니다.",과실주,12.0,500ml,오미자의 다섯 가지 맛 중에서도 상큼한 신맛을 느낄 수 있는 향을 풍기는 술이에요.전체적으로 가벼운 느낌의 달지 않은 와인이며 마지막엔 신맛까지 느낄 수 있을 텐데요.마신 후엔 목으로는 매콤하고 코로는 오미자의 복합적인 향의 여운까지 느낄 수 있을 거예요.,"오미자로 만든 와인은 일반적인 레드 와인보다 더 풍부하고 강한 맛과 향을 가지고 있습니다.따라서 소고기의 풍미가 잘 드러나는 부위인 ‘안심’,새콤달콤한 물회, 담백한 음식인 수제비 또는 칼국수와 잘 어울립니다.이 외에도 양념이 강한 요리와도 마시기 좋습니다 :)","딸기, 사과, 무화과, 오미자 등의 과실을 사용해 만든 와인을 생각할 때는 대다수가 달달한 스위트 와인을 떠올립니다.하지만 막상 구매해서 마셔보면 몇몇 와인은 전혀 달지 않고 생각한 맛이랑 달라서 놀라신 적이 있으실 거예요.그 이유는 효모가 과실의 자연적인 당분을 먹이 삼아 알코올을 만들기 때문인데요.그로 인해 대체로 달지 않고 드라이한 와인이 된답니다.",0,0,0,0,1,0,0
215,215,벗이랑 강황,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/F5Qt-1629958661574-%E1%84%87%E1%85%A5%E1%86%BA%E1%84%8B%E1%85%B5%E1%84%85%E1%85%A1%E1%86%BC%20%E1%84%80%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC-4.jpg,"[벗이랑 강황], 어떤 맛을 갖고 있나요?작은 입자감이 느껴지는 혀의 촉감과 달콤함이 만나마치 초콜릿 쉐이크를 마시는 듯한 느낌이 드는데요.벗이랑의 다른 시리즈에 비해 상당히 가벼운 목 넘김을 갖고 있어서높은 도수임에도 불구하고 편안하게 마실 수 있을 거예요.강황이 들어갔다고 카레 맛이 느껴지진 않으니 안심하고 마셔보세요 :)[벗이랑 강황], 어떤 음식과 잘 어울리나요?살짝 달콤하면서도 묵직한 느낌을 주는 질감 덕에너무 가볍지 않으며 적당한 단맛이 있는 디저트류와 잘 어울리는데요.높은 도수를 가졌지만 가벼운 목넘김 덕에 볼이 넓은 잔으로 즐겨도 좋고요.투명한 잔에 따라 보는 맛까지 얻어가기 좋은 술이에요 :)[벗이랑 강황], 알고 마시면 더 맛있어요!‘벗이랑 강황’은 전통 방식 중 하나인 ‘장독대’를 사용하여쌀을 총 3번 더하는 삼양주 방식으로 만들어지는 술인데요.술이 연노랑 빛깔을 띠는 이유는 부재료로 강황을 사용했기 때문이에요.술을 마시다 보면 술잔에 묻는 주황색 가루들은 강황의 가루이니 안심하고 즐겨주세요!",탁주,15.0,500ml,작은 입자감이 느껴지는 혀의 촉감과 달콤함이 만나마치 초콜릿 쉐이크를 마시는 듯한 느낌이 드는데요.벗이랑의 다른 시리즈에 비해 상당히 가벼운 목 넘김을 갖고 있어서높은 도수임에도 불구하고 편안하게 마실 수 있을 거예요.강황이 들어갔다고 카레 맛이 느껴지진 않으니 안심하고 마셔보세요 :),살짝 달콤하면서도 묵직한 느낌을 주는 질감 덕에너무 가볍지 않으며 적당한 단맛이 있는 디저트류와 잘 어울리는데요.높은 도수를 가졌지만 가벼운 목넘김 덕에 볼이 넓은 잔으로 즐겨도 좋고요.투명한 잔에 따라 보는 맛까지 얻어가기 좋은 술이에요 :),‘벗이랑 강황’은 전통 방식 중 하나인 ‘장독대’를 사용하여쌀을 총 3번 더하는 삼양주 방식으로 만들어지는 술인데요.술이 연노랑 빛깔을 띠는 이유는 부재료로 강황을 사용했기 때문이에요.술을 마시다 보면 술잔에 묻는 주황색 가루들은 강황의 가루이니 안심하고 즐겨주세요!,0,1,0,0,0,0,0
216,216,모월 로 25%,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/cd7C-1637224397424-%EB%AA%A8%EC%9B%94_%EB%A1%9C-2.jpg,"[모월 로 25%], 어떤 맛을 갖고 있나요?냉장고에서 꺼내 시원하게 바로 마시는 첫 잔에선 깔끔함을담화를 나누다 마시는 두 번째 잔에선 부드러움이 느껴져요.강하진 않지만 은은하게 풍기는 달콤한 향이부드럽게 스며들면서 술자리의 분위기를 한 층 더 빛내줄 거예요. [모월 로 25%], 어떤 음식과 잘 어울리나요?레몬의 산뜻한 향과 곡물의 달짝지근한 풍미를 가지고 있어서얼음과 레몬 슬라이스를 넣어 마셔도 좋고요.닭발에 소주 찾듯 매콤한 음식은 물론씁쓸함이나 고소함, 화사함 등 어느 하나 튀지 않는 조화로운 맛으로소주랑 먹는 웬만한 음식들과 잘 어울리는 편이랍니다! [모월 로 25%], 알고 마시면 더 맛있어요!예로부터 치악산 아래의 원주는 정이 많고 텃세가 없어누구나 살기 좋은 고향이라는 의미로 ‘모월산’, ‘모월‘로 불렸는데요.그러한 어머니와 달의 따뜻한 이미지를 따서 술 이름을 지었답니다.모월의 소주는 원주의 맑은 물과 토토미, 직접 빚은 누룩으로 만든 술을 동 증류기로 한 방울씩 정성껏 내리는데요.75도의 원주를 물과 블랜딩해서 도수를 맞춘 후 총 6개월 정도 숙성을 거쳐 완성된답니다.",증류식소주,25.0,500ml,냉장고에서 꺼내 시원하게 바로 마시는 첫 잔에선 깔끔함을담화를 나누다 마시는 두 번째 잔에선 부드러움이 느껴져요.강하진 않지만 은은하게 풍기는 달콤한 향이부드럽게 스며들면서 술자리의 분위기를 한 층 더 빛내줄 거예요. ,"레몬의 산뜻한 향과 곡물의 달짝지근한 풍미를 가지고 있어서얼음과 레몬 슬라이스를 넣어 마셔도 좋고요.닭발에 소주 찾듯 매콤한 음식은 물론씁쓸함이나 고소함, 화사함 등 어느 하나 튀지 않는 조화로운 맛으로소주랑 먹는 웬만한 음식들과 잘 어울리는 편이랍니다! ","예로부터 치악산 아래의 원주는 정이 많고 텃세가 없어누구나 살기 좋은 고향이라는 의미로 ‘모월산’, ‘모월‘로 불렸는데요.그러한 어머니와 달의 따뜻한 이미지를 따서 술 이름을 지었답니다.모월의 소주는 원주의 맑은 물과 토토미, 직접 빚은 누룩으로 만든 술을 동 증류기로 한 방울씩 정성껏 내리는데요.75도의 원주를 물과 블랜딩해서 도수를 맞춘 후 총 6개월 정도 숙성을 거쳐 완성된답니다.",0,0,0,0,1,0,0
217,217,바랑,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/Ynqm-1623070981143-%EB%B0%94%EB%9E%91-4.jpg,"[바랑], 어떤 맛을 갖고 있나요?전체적으로 강렬한 맛을 지니고 있으며강한 단맛만큼이나 강한 산미를 갖고 있는 덕에조화로운 맛을 느낄 수 있을 거예요.알코올 도수는 시중에 판매되는 막걸리보다 2배 가량 높은데요.높은 도수와 달리 부드러운 목 넘김을 느낄 수 있으며목에서부터 화~하게 퍼지는 새콤달콤함이 매력적인 술이랍니다.[바랑], 어떤 음식과 잘 어울리나요?높은 도수와 강렬한 맛을 가진 '바랑'은 벌컥벌컥 마시기 보단작은 잔에 담아 음식과 함께 홀짝홀짝 음용하시는 것을 추천해 드리는데요.강렬한 산미는 기름진 육류도 깔끔하게 먹을 수 있도록 도와주고강한 단맛은 매콤한 음식의 매운맛을 중화시킵니다.[바랑], 알고 마시면 더 맛있어요!'바랑'은 100일 동안 만들어지는 백일주입니다.국내에서 유일하게 전통누룩을 사용하면서 생쌀로 술을 빚는유니크한 제조방법을 가지고 있는데요.깜짝 놀랄만한 사실은 다른 탁약주보다 많게는 1/10 정도의 누룩만을 사용하여이 정도로 높은 도수와 맛을 낸다는 점입니다!누룩이 거의 들어가지 않고 생쌀로 빚어 더 부드럽고 깔끔한 '바랑',술담화가 자신있게 선보입니다!",탁주,15.0,375ml,전체적으로 강렬한 맛을 지니고 있으며강한 단맛만큼이나 강한 산미를 갖고 있는 덕에조화로운 맛을 느낄 수 있을 거예요.알코올 도수는 시중에 판매되는 막걸리보다 2배 가량 높은데요.높은 도수와 달리 부드러운 목 넘김을 느낄 수 있으며목에서부터 화~하게 퍼지는 새콤달콤함이 매력적인 술이랍니다.,높은 도수와 강렬한 맛을 가진 '바랑'은 벌컥벌컥 마시기 보단작은 잔에 담아 음식과 함께 홀짝홀짝 음용하시는 것을 추천해 드리는데요.강렬한 산미는 기름진 육류도 깔끔하게 먹을 수 있도록 도와주고강한 단맛은 매콤한 음식의 매운맛을 중화시킵니다.,"'바랑'은 100일 동안 만들어지는 백일주입니다.국내에서 유일하게 전통누룩을 사용하면서 생쌀로 술을 빚는유니크한 제조방법을 가지고 있는데요.깜짝 놀랄만한 사실은 다른 탁약주보다 많게는 1/10 정도의 누룩만을 사용하여이 정도로 높은 도수와 맛을 낸다는 점입니다!누룩이 거의 들어가지 않고 생쌀로 빚어 더 부드럽고 깔끔한 '바랑',술담화가 자신있게 선보입니다!",0,1,1,0,0,0,0
218,218,기다림,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/a6DD-1638232328653-%EA%B8%B0%EB%8B%A4%EB%A6%BC%20%EB%B0%B1%EB%AF%B8%20%EB%A7%91%EC%9D%80%EC%88%A0.jpg,"[기다림], 어떤 맛을 갖고 있나요?새콤한 맛이 혀를 자극하면서도 달콤함이 뒤를 받쳐주고 있어서마치 요구르트를 마시는 것 같은데요.찹쌀로 만든 술의 감칠맛이 도드라지는 술이라삼키고 나면 입에 쩍쩍 달라붙는 듯한 느낌이 들면서찐 고구마의 구수한 맛이 올라온답니다. [기다림], 어떤 음식과 잘 어울리나요?산미와 달콤한 맛의 조화가 잘 이루어져 있어서국물 요리보단 짭조름한 양념이 된 육류나 해산물류와 즐기기 좋은데요!알코올 감이 거의 안 느껴지는 음료수 같은 술이라서안주 없이 얼음과 함께 시원하게 마시기도 좋답니다 :) [기다림], 알고 마시면 더 맛있어요!기다림이란 술 이름은 부산의 시화 “동백꽃”을 모티브로 한 양조장의 브랜드 이름이기도 한데요.추위를 견디고 여린 꽃망울을 피워내는 동백꽃의 강인한 아름다움에 영감을 받아 만든 술입니다.부산 지역의 해포 맑은 쌀과 직접 디딘 누룩으로 100일 동안의 저온 발효 끝에 완성되는 수제 약주에요.",약주,10.0,500ml,새콤한 맛이 혀를 자극하면서도 달콤함이 뒤를 받쳐주고 있어서마치 요구르트를 마시는 것 같은데요.찹쌀로 만든 술의 감칠맛이 도드라지는 술이라삼키고 나면 입에 쩍쩍 달라붙는 듯한 느낌이 들면서찐 고구마의 구수한 맛이 올라온답니다. ,산미와 달콤한 맛의 조화가 잘 이루어져 있어서국물 요리보단 짭조름한 양념이 된 육류나 해산물류와 즐기기 좋은데요!알코올 감이 거의 안 느껴지는 음료수 같은 술이라서안주 없이 얼음과 함께 시원하게 마시기도 좋답니다 :) ,기다림이란 술 이름은 부산의 시화 “동백꽃”을 모티브로 한 양조장의 브랜드 이름이기도 한데요.추위를 견디고 여린 꽃망울을 피워내는 동백꽃의 강인한 아름다움에 영감을 받아 만든 술입니다.부산 지역의 해포 맑은 쌀과 직접 디딘 누룩으로 100일 동안의 저온 발효 끝에 완성되는 수제 약주에요.,0,1,1,0,0,0,0
219,219,단감명작,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/NBb3-1652435958856-1.jpg,"[단감명작], 어떤 맛을 갖고 있나요?술잔에 코를 가져다 대면, 은은한 단감 향이 올라와요.술을 마신 뒤 부드러운 달콤함이 입 안에 스며들면서 단감의 존재감을 한 번 더 느낄 수 있습니다. 그 후 사과주스를 마신 듯한 산뜻한 산미를 경험할 수 있을 거예요. 술을 넘긴 뒤엔 산뜻함이 구수함으로 바뀌면서 새로운 여운을 선사합니다.전체적으로 옅은 맛과 맑은 목 넘김을 가지고 있어 부담 없이 가볍게 즐기기 좋을 거예요. [단감명작], 어떤 음식과 잘 어울리나요?감칠맛이 짙은 해산물 요리와 함께 즐겨보세요.옅은 맛을 가진 술인 만큼 그 맛을 채워줄 감칠맛이 짙은 음식이 필요하거든요.또한 술의 산미는 해산물의 비린 맛을 잡아주기 때문에 서로의 부족함을 보완해줄 수 있답니다. [단감명작], 알고 마시면 더 맛있어요!늦가을에 수확한 창녕의 단감을 파쇄해 냉동 후 해동 과정을 거쳐요.이 과정을 통해 단감에 있던 수분은 사라지고 그만큼 당분이 농축되어 단맛은 올라가게 되죠.당도가 올라간 단감은 효모와 함께 혼합된 후 발효를 진행한 다음,한 달 동안 숙성 과정을 거친 뒤 완성돼요.",과실주,7.0,750ml,"술잔에 코를 가져다 대면, 은은한 단감 향이 올라와요.술을 마신 뒤 부드러운 달콤함이 입 안에 스며들면서 단감의 존재감을 한 번 더 느낄 수 있습니다. 그 후 사과주스를 마신 듯한 산뜻한 산미를 경험할 수 있을 거예요. 술을 넘긴 뒤엔 산뜻함이 구수함으로 바뀌면서 새로운 여운을 선사합니다.전체적으로 옅은 맛과 맑은 목 넘김을 가지고 있어 부담 없이 가볍게 즐기기 좋을 거예요. ",감칠맛이 짙은 해산물 요리와 함께 즐겨보세요.옅은 맛을 가진 술인 만큼 그 맛을 채워줄 감칠맛이 짙은 음식이 필요하거든요.또한 술의 산미는 해산물의 비린 맛을 잡아주기 때문에 서로의 부족함을 보완해줄 수 있답니다. ,"늦가을에 수확한 창녕의 단감을 파쇄해 냉동 후 해동 과정을 거쳐요.이 과정을 통해 단감에 있던 수분은 사라지고 그만큼 당분이 농축되어 단맛은 올라가게 되죠.당도가 올라간 단감은 효모와 함께 혼합된 후 발효를 진행한 다음,한 달 동안 숙성 과정을 거친 뒤 완성돼요.",0,1,1,0,1,0,0
220,220,모월 인 41%,https://d38cxpfv0ljg7q.cloudfront.net/admin_contents/thumbnail/8KYH-1635732656710-%EB%AA%A8%EC%9B%94_%EC%9D%B8-4.jpg,"[모월 인 41%], 어떤 맛을 갖고 있나요?잘 만든 쌀 소주에서는 습기를 머금은 짚 같이 그윽하면서 기름진 향이 나는데요.모월 41%가 바로 그런 향을 가진 술이에요!한 입 머금은 순간은 무척 달콤하고 가볍지만 삼키는 순간 고도수라는 것을 확 느낄 수 있을 정도로알코올의 스파이시한 느낌이 혀를 짜릿하게 자극한답니다.[모월 인 41%], 어떤 음식과 잘 어울리나요?달콤하지만 매운 느낌이 살아있는 소주와는 혀의 자극을 없애줄풍미 짙은 음식과 마시는 것을 추천해 드리는데요.입안에서 느껴지는 짭짤한 맛이소주의 감칠맛과 만나 더욱 좋은 궁합을 완성하거든요.차갑게 마시기보단 되도록 상온에서 술의 풍미를 충분히 느끼며 마시기로 해요![모월 인 41%], 알고 마시면 더 맛있어요!예로부터 치악산 아래의 원주는 정이 많고 텃세가 없어누구나 살기 좋은 고향이라는 의미로 ‘모월산’, ‘모월‘로 불렸는데요.그러한 어머니와 달의 따뜻한 이미지를 따서 술 이름을 지었답니다.모월의 소주는 원주의 맑은 물과 토토미, 직접 빚은 누룩으로 만든 술을 동 증류기로 한 방울씩 정성껏 내리는데요.75도의 원주를 물과 블랜딩해서 55도로 맞춘 후 안정시키고이를 다시 물과 함께 41도로 맞춘 후 총 6개월 정도 숙성을 거쳐 완성된답니다.",증류식소주,41.0,500ml,잘 만든 쌀 소주에서는 습기를 머금은 짚 같이 그윽하면서 기름진 향이 나는데요.모월 41%가 바로 그런 향을 가진 술이에요!한 입 머금은 순간은 무척 달콤하고 가볍지만 삼키는 순간 고도수라는 것을 확 느낄 수 있을 정도로알코올의 스파이시한 느낌이 혀를 짜릿하게 자극한답니다.,달콤하지만 매운 느낌이 살아있는 소주와는 혀의 자극을 없애줄풍미 짙은 음식과 마시는 것을 추천해 드리는데요.입안에서 느껴지는 짭짤한 맛이소주의 감칠맛과 만나 더욱 좋은 궁합을 완성하거든요.차갑게 마시기보단 되도록 상온에서 술의 풍미를 충분히 느끼며 마시기로 해요!,"예로부터 치악산 아래의 원주는 정이 많고 텃세가 없어누구나 살기 좋은 고향이라는 의미로 ‘모월산’, ‘모월‘로 불렸는데요.그러한 어머니와 달의 따뜻한 이미지를 따서 술 이름을 지었답니다.모월의 소주는 원주의 맑은 물과 토토미, 직접 빚은 누룩으로 만든 술을 동 증류기로 한 방울씩 정성껏 내리는데요.75도의 원주를 물과 블랜딩해서 55도로 맞춘 후 안정시키고이를 다시 물과 함께 41도로 맞춘 후 총 6개월 정도 숙성을 거쳐 완성된답니다.",0,1,0,0,1,0,0
